ID,Severity,Start_Time,City,Weather_Condition,Humidity,Visibility,Temperature,Wind_Speed,Sunrise_Sunset,Start_Lat,Start_Lng,Amenity,Bump,Crossing,Give_Way
A00411,4,2021-01-18 03:00:00,Chicago,Thunderstorm,28.14,6.79,21.38,12.2,Day,34.515965,-109.318185,False,True,False,True
A00412,4,2021-01-18 04:00:00,New York,Fog,60.48,1.23,-0.4,22.87,Night,39.844181,-104.04077,False,True,False,True
A00413,2,2021-01-18 05:00:00,New York,Snow,37.67,3.87,-2.7,4.32,Night,41.864362,-105.5951,True,True,True,True
A00414,2,2021-01-18 06:00:00,Houston,Rain,23.11,5.73,36.9,0.26,Day,41.511972,-94.642202,True,True,False,False
A00415,2,2021-01-18 07:00:00,Phoenix,Snow,22.88,4.33,35.88,0.6,Day,34.773954,-115.72583,False,True,True,True
A00416,2,2021-01-18 08:00:00,Los Angeles,Snow,34.02,8.42,34.37,17.6,Night,40.878269,-111.024409,False,False,True,True
A00417,2,2021-01-18 09:00:00,Houston,Clear,89.34,8.24,21.27,13.66,Night,39.340443,-82.241506,False,False,True,False
A00418,2,2021-01-18 10:00:00,Houston,Cloudy,42.6,6.31,30.41,15.54,Night,37.084619,-112.165424,False,False,False,True
A00419,3,2021-01-18 11:00:00,Chicago,Fog,96.04,4.05,-6.55,0.22,Day,37.865499,-107.730564,False,False,False,True
A00420,3,2021-01-18 12:00:00,New York,Rain,66.53,2.93,6.74,12.68,Night,40.646402,-98.051693,True,False,False,True
A00421,3,2021-01-18 13:00:00,Houston,Fog,54.93,1.51,5.69,21.54,Night,37.321214,-95.246681,False,True,False,False
A00422,1,2021-01-18 14:00:00,Houston,Thunderstorm,66.41,3.87,21.78,13.28,Night,36.358866,-84.401139,True,True,False,True
A00423,2,2021-01-18 15:00:00,Phoenix,Fog,61.34,4.43,7.8,21.97,Night,37.439227,-98.317373,False,False,False,True
A00424,1,2021-01-18 16:00:00,Phoenix,Thunderstorm,80.7,6.92,-2.57,6.99,Night,38.212168,-83.245957,True,False,True,False
A00425,2,2021-01-18 17:00:00,Los Angeles,Cloudy,42.6,6.75,19.82,24.39,Day,34.701699,-90.792762,True,True,False,False
A00426,2,2021-01-18 18:00:00,Chicago,Thunderstorm,48.24,1.17,30.72,17.65,Night,41.10817,-113.023611,False,False,False,False
A00427,3,2021-01-18 19:00:00,Los Angeles,Fog,91.53,4.25,9.11,6.32,Day,39.067683,-111.121417,True,True,False,True
A00428,2,2021-01-18 20:00:00,Phoenix,Fog,95.72,2.23,-3.39,7.1,Night,38.69942,-98.770516,True,False,False,False
A00429,1,2021-01-18 21:00:00,New York,Thunderstorm,91.4,1.99,-0.17,18.84,Night,33.895466,-100.536867,True,True,True,False
A00430,1,2021-01-18 22:00:00,Phoenix,Snow,53.56,8.36,1.87,24.9,Night,38.437565,-85.284052,True,False,True,False
A00431,3,2021-01-18 23:00:00,Chicago,Cloudy,82.43,0.9,4.99,12.47,Day,34.088646,-92.447566,False,True,True,True
A00432,2,2021-01-19 00:00:00,Phoenix,Clear,58.11,4.48,22.14,7.75,Day,33.708279,-100.922144,True,False,True,False
A00433,1,2021-01-19 01:00:00,Chicago,Rain,59.8,2.1,20.05,26.01,Day,37.745798,-110.486548,False,False,True,False
A00434,1,2021-01-19 02:00:00,Chicago,Fog,36.37,8.85,24.8,20.08,Night,36.62507,-108.019167,True,True,False,False
A00435,3,2021-01-19 03:00:00,Chicago,Rain,67.29,5.79,8.13,13.44,Night,38.299292,-92.677955,False,True,True,False
A00436,1,2021-01-19 04:00:00,Chicago,Clear,34.89,2.7,31.2,14.64,Day,33.803,-99.368693,False,False,True,False
A00437,3,2021-01-19 05:00:00,Chicago,Rain,46.53,5.27,0.2,6.13,Day,36.878848,-95.34319,False,False,False,True
A00438,3,2021-01-19 06:00:00,New York,Clear,88.4,7.45,13.45,18.8,Night,34.57308,-110.490193,True,True,False,True
A00439,1,2021-01-19 07:00:00,Los Angeles,Thunderstorm,36.57,9.6,30.05,10.76,Day,41.883901,-88.832125,False,True,True,False
A00440,1,2021-01-19 08:00:00,Houston,Snow,25.69,2.59,-0.99,29.87,Night,38.050352,-80.488295,False,True,False,False
A00441,4,2021-01-19 09:00:00,Los Angeles,Fog,25.52,8.92,-4.51,14.41,Day,39.186932,-106.650662,True,False,False,False
A00442,2,2021-01-19 10:00:00,Chicago,Clear,95.26,9.38,34.18,14.58,Day,35.928765,-96.373374,False,False,True,True
A00443,2,2021-01-19 11:00:00,New York,Rain,60.55,9.21,7.15,16.98,Day,33.85265,-75.076798,True,True,False,True
A00444,3,2021-01-19 12:00:00,Phoenix,Fog,52.75,6.54,24.19,27.5,Night,41.782838,-103.337363,True,False,True,True
A00445,4,2021-01-19 13:00:00,New York,Snow,84.87,6.48,-8.73,24.02,Night,35.576331,-91.817961,False,False,True,True
A00446,4,2021-01-19 14:00:00,Chicago,Thunderstorm,86.87,4.33,24.5,13.53,Day,36.814274,-114.031389,True,True,False,False
A00447,3,2021-01-19 15:00:00,New York,Fog,46.58,7.65,5.81,21.56,Night,38.848775,-91.33534,True,False,True,False
A00448,2,2021-01-19 16:00:00,New York,Clear,75.49,5.55,-7.21,17.59,Night,33.222276,-114.056202,True,True,True,False
A00449,1,2021-01-19 17:00:00,Chicago,Snow,81.69,6.94,20.49,14.77,Night,40.292332,-75.793641,False,True,False,False
A00450,3,2021-01-19 18:00:00,New York,Rain,72.37,4.57,2.04,5.77,Night,37.829204,-86.510843,True,False,False,True
A00451,2,2021-01-19 19:00:00,Houston,Snow,32.13,7.45,9.34,13.92,Day,35.503955,-83.320969,True,False,False,False
A00452,2,2021-01-19 20:00:00,Houston,Snow,90.07,8.33,-5.97,7.37,Night,33.554472,-87.019408,True,True,False,True
A00453,4,2021-01-19 21:00:00,New York,Cloudy,63.13,1.89,-2.64,27.45,Night,34.462486,-92.051922,False,True,True,True
A00454,1,2021-01-19 22:00:00,Phoenix,Snow,42.6,8.41,4.9,10.06,Day,41.055305,-98.203838,True,True,False,False
A00455,2,2021-01-19 23:00:00,Chicago,Snow,54.02,5.63,-5.51,28.57,Night,39.174218,-80.231571,False,False,False,True
A00456,1,2021-01-20 00:00:00,Houston,Fog,23.01,8.52,35.54,15.99,Night,35.249115,-75.899231,True,True,True,True
A00457,2,2021-01-20 01:00:00,Phoenix,Rain,30.23,4.6,-9.7,18.95,Night,33.590407,-96.042408,False,True,True,False
A00458,1,2021-01-20 02:00:00,New York,Fog,81.24,4.1,14.19,16.29,Day,39.215538,-77.012458,False,True,True,True
A00459,1,2021-01-20 03:00:00,Phoenix,Fog,20.0,9.19,-3.84,3.88,Day,38.15167,-92.333352,False,True,True,True
A00460,1,2021-01-20 04:00:00,Los Angeles,Clear,53.33,2.89,5.38,11.27,Night,36.640676,-94.311096,True,False,False,False
A00461,2,2021-01-20 05:00:00,Houston,Fog,61.8,8.52,36.3,2.97,Night,36.272503,-98.00276,True,False,False,True
A00462,3,2021-01-20 06:00:00,New York,Cloudy,24.37,5.1,-1.92,18.69,Day,34.951328,-108.791338,True,True,True,True
A00463,2,2021-01-20 07:00:00,Chicago,Cloudy,97.85,5.38,38.29,13.41,Day,39.026501,-117.836335,False,False,True,False
A00464,4,2021-01-20 08:00:00,New York,Clear,38.09,3.43,0.29,23.34,Day,41.736012,-107.373726,True,False,True,True
A00465,2,2021-01-20 09:00:00,Chicago,Thunderstorm,44.34,5.94,27.08,6.61,Night,34.581437,-95.57218,True,False,True,False
A00466,2,2021-01-20 10:00:00,New York,Rain,44.32,3.59,17.33,4.94,Night,38.37405,-101.281762,False,True,False,True
A00467,3,2021-01-20 11:00:00,Phoenix,Rain,38.43,0.87,34.22,12.19,Day,36.817666,-98.26665,True,False,True,True
A00468,2,2021-01-20 12:00:00,Phoenix,Fog,20.12,3.08,17.7,27.8,Night,37.020198,-74.851478,True,False,False,False
A00469,4,2021-01-20 13:00:00,Phoenix,Fog,78.35,0.56,16.73,21.31,Night,35.287326,-102.588016,False,True,True,False
A00470,1,2021-01-20 14:00:00,Los Angeles,Thunderstorm,97.35,9.79,-0.23,12.57,Night,40.426214,-98.103951,False,True,False,True
A00471,4,2021-01-20 15:00:00,Chicago,Fog,37.94,9.67,-1.69,15.52,Night,37.3673,-112.125316,True,False,False,False
A00472,1,2021-01-20 16:00:00,Phoenix,Rain,73.04,4.25,35.82,2.53,Night,37.890653,-115.88986,False,False,False,True
A00473,3,2021-01-20 17:00:00,Los Angeles,Snow,79.35,7.42,6.39,29.54,Night,35.742848,-83.881981,True,True,False,False
A00474,2,2021-01-20 18:00:00,Chicago,Cloudy,87.87,3.79,8.6,19.99,Night,34.636276,-92.88994,True,True,True,True
A00475,4,2021-01-20 19:00:00,New York,Snow,53.81,6.88,27.99,8.56,Day,33.773193,-84.528989,True,True,False,True
A00476,1,2021-01-20 20:00:00,Los Angeles,Snow,44.23,8.15,6.94,17.57,Day,39.427072,-111.406037,True,True,True,True
A00477,2,2021-01-20 21:00:00,Houston,Rain,46.02,9.49,37.6,3.28,Day,34.766109,-92.839534,True,False,False,True
A00478,4,2021-01-20 22:00:00,Los Angeles,Snow,77.01,4.3,26.9,28.98,Day,39.210678,-106.839731,False,True,False,True
A00479,2,2021-01-20 23:00:00,Los Angeles,Thunderstorm,85.34,7.94,19.87,5.24,Day,36.513388,-107.96528,False,False,True,False
A00480,2,2021-01-21 00:00:00,Chicago,Clear,34.53,3.03,34.04,19.44,Day,36.741973,-117.492855,True,False,True,False
A00481,2,2021-01-21 01:00:00,New York,Fog,49.68,9.91,-7.52,7.36,Day,37.222597,-112.265008,False,False,False,True
A00482,2,2021-01-21 02:00:00,Houston,Clear,92.16,0.74,2.85,21.53,Day,36.309377,-104.392203,False,True,False,True
A00483,2,2021-01-21 03:00:00,Phoenix,Cloudy,84.54,6.23,13.25,23.3,Day,33.90558,-112.857335,True,True,True,False
A00484,2,2021-01-21 04:00:00,Phoenix,Fog,98.79,6.77,1.35,20.2,Night,35.786686,-74.622229,False,False,False,False
A00485,4,2021-01-21 05:00:00,Los Angeles,Snow,80.34,7.04,27.2,18.43,Night,38.973609,-104.420163,False,False,True,False
A00486,1,2021-01-21 06:00:00,Chicago,Cloudy,51.46,1.64,35.96,26.77,Day,38.99206,-112.265746,True,False,True,False
A00487,2,2021-01-21 07:00:00,Chicago,Fog,67.25,9.42,11.19,2.36,Night,35.576019,-109.240378,True,False,True,False
A00488,4,2021-01-21 08:00:00,Phoenix,Thunderstorm,72.88,2.22,7.11,9.93,Night,37.140924,-92.141058,True,False,False,True
A00489,3,2021-01-21 09:00:00,Houston,Thunderstorm,26.28,6.42,38.08,7.45,Day,34.741025,-115.182085,True,True,False,True
A00490,2,2021-01-21 10:00:00,New York,Thunderstorm,63.56,2.62,12.24,29.64,Day,34.893349,-80.052898,True,True,True,False
A00491,2,2021-01-21 11:00:00,Houston,Thunderstorm,76.75,3.42,14.45,11.68,Day,33.207424,-75.694014,True,True,True,False
A00492,2,2021-01-21 12:00:00,New York,Snow,33.39,5.69,7.58,21.98,Night,41.070719,-107.143113,True,False,True,False
A00493,1,2021-01-21 13:00:00,Phoenix,Clear,82.45,4.46,35.48,20.54,Night,34.89636,-98.195808,False,False,True,False
A00494,2,2021-01-21 14:00:00,New York,Fog,66.7,2.02,18.45,6.36,Day,35.047805,-117.026084,True,True,False,False
A00495,2,2021-01-21 15:00:00,Chicago,Snow,96.18,2.12,28.11,7.17,Night,35.516413,-89.80875,False,True,True,False
A00496,2,2021-01-21 16:00:00,Los Angeles,Thunderstorm,23.39,4.47,30.59,8.44,Night,34.146673,-99.787253,False,False,False,False
A00497,1,2021-01-21 17:00:00,Los Angeles,Clear,41.23,7.69,7.09,12.33,Night,38.753366,-106.117427,True,True,True,False
A00498,4,2021-01-21 18:00:00,Phoenix,Cloudy,68.12,9.03,11.68,7.03,Day,33.676287,-108.899167,False,True,False,False
A00499,4,2021-01-21 19:00:00,Chicago,Cloudy,43.72,1.3,32.42,0.59,Night,34.207822,-89.222985,False,True,False,True
A00500,2,2021-01-21 20:00:00,Houston,Cloudy,77.15,4.23,8.16,26.38,Night,38.802811,-99.686451,False,False,False,False
A00501,2,2021-01-21 21:00:00,Chicago,Thunderstorm,80.72,1.45,29.7,28.97,Night,36.056946,-110.094991,True,False,False,False
A00502,2,2021-01-21 22:00:00,Los Angeles,Cloudy,28.2,0.66,37.05,10.25,Night,39.37153,-87.6792,False,True,False,True
A00503,3,2021-01-21 23:00:00,Los Angeles,Rain,61.11,6.79,21.16,10.16,Night,38.016823,-93.13682,False,False,True,True
A00504,2,2021-01-22 00:00:00,Chicago,Fog,60.71,6.22,27.08,0.21,Night,35.304191,-80.21843,True,True,True,True
A00505,1,2021-01-22 01:00:00,Chicago,Fog,49.54,2.05,30.25,20.41,Night,38.857452,-112.83106,False,True,False,False
A00506,4,2021-01-22 02:00:00,Los Angeles,Thunderstorm,94.63,2.72,32.25,24.76,Day,34.046463,-83.43067,False,False,True,False
A00507,3,2021-01-22 03:00:00,Houston,Rain,86.2,0.73,9.75,4.4,Day,37.827693,-88.365261,False,False,True,False
A00508,4,2021-01-22 04:00:00,Phoenix,Snow,75.78,8.43,-7.44,4.79,Night,36.934333,-112.939519,False,False,True,False
A00509,3,2021-01-22 05:00:00,Phoenix,Snow,77.15,9.76,10.09,23.7,Day,35.410862,-87.427888,False,True,True,True
A00510,2,2021-01-22 06:00:00,Chicago,Cloudy,56.94,1.79,23.69,18.49,Night,38.436045,-98.571919,True,True,True,False
A00511,2,2021-01-22 07:00:00,Phoenix,Clear,93.68,2.7,12.52,1.35,Night,40.842002,-76.420669,False,True,True,False
A00512,4,2021-01-22 08:00:00,Los Angeles,Snow,75.57,8.75,27.45,18.68,Night,41.990142,-111.769101,True,False,True,True
A00513,3,2021-01-22 09:00:00,Los Angeles,Clear,78.32,9.3,7.85,9.27,Day,38.469865,-89.715331,False,True,False,False
A00514,1,2021-01-22 10:00:00,Chicago,Fog,88.94,4.49,21.74,11.06,Night,36.642353,-101.192878,True,True,True,False
A00515,1,2021-01-22 11:00:00,Chicago,Clear,41.93,0.98,-0.68,23.09,Night,35.026864,-75.900154,True,True,True,False
A00516,2,2021-01-22 12:00:00,Chicago,Fog,84.57,0.87,27.47,24.33,Day,35.313865,-103.481105,True,True,True,False
A00517,3,2021-01-22 13:00:00,Houston,Rain,35.62,5.95,17.28,12.01,Day,37.315095,-75.66382,False,False,False,True
A00518,4,2021-01-22 14:00:00,Phoenix,Rain,47.63,4.23,0.2,28.41,Night,36.305499,-78.334623,False,False,False,True
A00519,1,2021-01-22 15:00:00,Chicago,Thunderstorm,46.85,0.77,4.6,12.19,Day,41.224331,-106.103138,False,False,True,True
A00520,2,2021-01-22 16:00:00,New York,Thunderstorm,98.28,6.04,27.43,23.16,Day,36.314659,-82.644162,False,True,False,True
A00521,2,2021-01-22 17:00:00,New York,Cloudy,88.52,0.61,14.13,14.52,Night,36.361001,-74.193415,False,True,False,False
A00522,4,2021-01-22 18:00:00,Los Angeles,Snow,76.09,7.98,0.8,26.93,Night,36.451811,-106.882828,True,True,True,False
A00523,3,2021-01-22 19:00:00,Phoenix,Cloudy,78.16,3.41,38.36,27.23,Night,40.529582,-98.781805,True,False,False,False
A00524,3,2021-01-22 20:00:00,Chicago,Fog,64.97,0.88,25.76,2.62,Day,38.857095,-95.112048,True,False,True,True
A00525,2,2021-01-22 21:00:00,New York,Cloudy,95.77,6.09,37.86,28.09,Day,38.52752,-105.02303,False,False,False,True
A00526,2,2021-01-22 22:00:00,Phoenix,Clear,59.7,4.28,11.36,24.77,Day,36.007287,-117.328347,False,False,True,True
A00527,2,2021-01-22 23:00:00,Los Angeles,Fog,50.44,9.75,13.76,23.74,Night,40.361138,-108.314313,True,False,False,False
A00528,1,2021-01-23 00:00:00,Houston,Thunderstorm,33.04,5.67,34.9,6.03,Day,33.345275,-105.594777,False,True,True,False
A00529,3,2021-01-23 01:00:00,Phoenix,Rain,82.9,3.11,16.25,24.15,Day,40.837175,-98.481613,False,False,True,True
A00530,3,2021-01-23 02:00:00,Phoenix,Thunderstorm,78.76,7.24,25.36,25.5,Night,37.614749,-110.471491,True,False,False,True
A00531,4,2021-01-23 03:00:00,Houston,Snow,50.75,3.08,2.61,8.67,Night,36.584252,-79.576808,True,False,True,False
A00532,4,2021-01-23 04:00:00,Phoenix,Fog,22.02,9.09,12.34,28.57,Night,37.474506,-86.98391,False,True,True,False
A00533,2,2021-01-23 05:00:00,Los Angeles,Fog,87.12,4.06,-3.83,1.5,Day,39.00674,-114.251179,False,False,False,False
A00534,3,2021-01-23 06:00:00,Los Angeles,Clear,20.91,5.72,0.3,4.5,Night,33.114889,-89.395932,True,False,True,True
A00535,4,2021-01-23 07:00:00,Houston,Snow,76.3,0.98,-9.95,16.13,Day,40.843967,-89.239115,False,False,True,True
A00536,3,2021-01-23 08:00:00,Chicago,Rain,97.62,4.55,-8.04,17.27,Day,37.020656,-75.926268,True,True,False,True
A00537,2,2021-01-23 09:00:00,New York,Fog,55.01,8.41,38.86,19.35,Night,36.086699,-117.867082,True,True,True,True
A00538,2,2021-01-23 10:00:00,Chicago,Fog,38.8,8.15,2.12,0.51,Night,34.24421,-107.090972,True,False,False,False
A00539,1,2021-01-23 11:00:00,Phoenix,Clear,76.39,2.63,23.17,28.81,Night,36.955188,-77.177175,False,False,True,False
A00540,4,2021-01-23 12:00:00,New York,Cloudy,85.37,2.65,31.95,1.34,Night,37.466905,-76.986108,True,False,False,False
A00541,2,2021-01-23 13:00:00,Houston,Rain,63.71,8.26,17.53,4.29,Night,36.63282,-86.294198,True,False,False,True
A00542,2,2021-01-23 14:00:00,Houston,Thunderstorm,97.36,9.34,-2.34,0.42,Day,39.107941,-84.306414,False,True,True,False
A00543,2,2021-01-23 15:00:00,New York,Snow,24.13,1.41,26.41,17.01,Day,36.788069,-113.97475,True,False,False,False
A00544,2,2021-01-23 16:00:00,Los Angeles,Fog,60.38,4.78,20.01,27.97,Day,41.652758,-95.389463,False,True,True,False
A00545,2,2021-01-23 17:00:00,New York,Fog,77.48,3.71,26.56,19.98,Night,38.393498,-107.810348,False,False,True,False
A00546,1,2021-01-23 18:00:00,Phoenix,Thunderstorm,89.01,8.77,28.49,24.68,Day,40.267301,-110.026406,False,True,False,False
A00547,2,2021-01-23 19:00:00,Los Angeles,Rain,34.34,1.29,38.77,0.4,Night,33.984203,-82.346655,True,True,True,True
A00548,2,2021-01-23 20:00:00,Houston,Cloudy,84.0,2.51,18.68,16.26,Night,36.575622,-112.058322,True,False,True,False
A00549,3,2021-01-23 21:00:00,New York,Fog,64.22,7.65,7.08,13.79,Day,36.031629,-97.379328,False,True,False,False
A00550,2,2021-01-23 22:00:00,Chicago,Rain,51.72,0.99,22.42,14.97,Day,38.125341,-76.702557,False,False,True,True
A00551,3,2021-01-23 23:00:00,Chicago,Thunderstorm,30.54,5.18,-6.58,2.17,Night,40.750022,-109.82339,False,True,True,True
A00552,2,2021-01-24 00:00:00,Phoenix,Clear,89.22,4.7,34.87,20.53,Day,33.705044,-74.968289,True,True,False,False
A00553,2,2021-01-24 01:00:00,Chicago,Cloudy,32.58,3.68,-4.03,15.1,Night,33.653173,-74.251329,False,False,True,False
A00554,3,2021-01-24 02:00:00,New York,Snow,44.78,4.25,6.39,22.95,Day,40.652859,-93.552845,False,False,True,False
A00555,2,2021-01-24 03:00:00,New York,Fog,43.2,5.53,30.79,14.56,Day,34.915651,-110.513719,False,True,False,False
A00556,1,2021-01-24 04:00:00,Chicago,Rain,89.71,2.03,19.87,4.48,Day,39.018779,-104.091385,True,True,True,True
A00557,1,2021-01-24 05:00:00,New York,Clear,73.82,5.93,9.68,19.45,Day,37.885903,-99.322315,False,False,True,False
A00558,3,2021-01-24 06:00:00,Phoenix,Snow,83.73,8.15,13.67,5.17,Day,40.496042,-104.389734,True,False,False,True
A00559,2,2021-01-24 07:00:00,Los Angeles,Rain,40.04,7.72,32.73,26.17,Night,34.1258,-105.652034,True,False,True,False
A00560,3,2021-01-24 08:00:00,Phoenix,Rain,69.99,1.96,7.0,18.39,Day,34.168047,-75.221893,False,True,True,False
A00561,2,2021-01-24 09:00:00,Phoenix,Snow,65.74,1.92,33.48,4.72,Day,38.011365,-111.251948,False,False,False,False
A00562,1,2021-01-24 10:00:00,New York,Clear,86.63,3.05,-5.59,28.87,Day,41.517408,-85.733572,False,False,False,True
A00563,1,2021-01-24 11:00:00,Los Angeles,Thunderstorm,92.49,3.93,28.84,15.55,Night,36.73498,-117.981947,True,True,True,False
A00564,2,2021-01-24 12:00:00,New York,Clear,20.97,4.38,32.38,2.19,Night,35.942479,-91.767963,True,False,True,False
A00565,2,2021-01-24 13:00:00,Houston,Cloudy,73.92,6.96,-0.91,18.8,Night,38.460204,-77.698508,True,False,False,True
A00566,2,2021-01-24 14:00:00,New York,Fog,24.15,1.04,11.52,7.6,Night,41.374037,-105.3309,False,False,True,False
A00567,2,2021-01-24 15:00:00,New York,Snow,63.91,0.83,-1.73,24.11,Night,40.53235,-109.836857,True,False,True,True
A00568,4,2021-01-24 16:00:00,New York,Thunderstorm,43.01,4.22,25.33,24.53,Day,41.959352,-89.326089,False,True,True,False
A00569,2,2021-01-24 17:00:00,Los Angeles,Snow,44.54,7.12,16.77,29.37,Day,33.203117,-86.645538,False,False,False,True
A00570,2,2021-01-24 18:00:00,New York,Snow,48.24,2.34,21.77,15.06,Day,34.015723,-87.726657,False,False,True,True
A00571,3,2021-01-24 19:00:00,Los Angeles,Clear,69.7,6.59,-0.18,13.65,Night,38.48521,-103.950057,True,False,True,True
A00572,2,2021-01-24 20:00:00,Chicago,Fog,46.72,2.97,0.59,22.6,Night,40.385188,-106.903094,True,False,False,False
A00573,2,2021-01-24 21:00:00,Houston,Cloudy,78.62,8.92,-7.93,3.97,Day,35.567199,-75.939573,True,False,False,True
A00574,3,2021-01-24 22:00:00,Los Angeles,Rain,52.36,9.01,6.1,16.41,Night,35.1529,-77.374822,False,False,False,True
A00575,4,2021-01-24 23:00:00,Chicago,Rain,25.47,3.32,17.99,16.39,Night,40.082782,-97.878069,True,True,True,False
A00576,1,2021-01-25 00:00:00,Los Angeles,Snow,82.7,2.68,32.9,2.68,Night,33.507437,-80.76747,True,True,True,True
A00577,4,2021-01-25 01:00:00,Los Angeles,Fog,42.86,4.41,23.35,12.54,Day,36.324444,-98.097767,False,True,False,False
A00578,2,2021-01-25 02:00:00,Houston,Thunderstorm,54.62,2.79,11.77,25.6,Day,37.552283,-99.326883,False,False,True,False
A00579,2,2021-01-25 03:00:00,Phoenix,Clear,74.84,6.89,37.66,25.68,Night,38.043138,-111.10243,True,False,True,True
A00580,2,2021-01-25 04:00:00,Phoenix,Fog,46.6,8.35,25.96,2.98,Night,39.557536,-99.238134,False,False,True,True
A00581,4,2021-01-25 05:00:00,Los Angeles,Fog,24.53,6.89,36.51,2.72,Night,36.193612,-94.353655,True,True,True,False
A00582,2,2021-01-25 06:00:00,New York,Clear,49.91,8.33,16.38,7.88,Night,38.514159,-117.00981,False,False,False,True
A00583,2,2021-01-25 07:00:00,Chicago,Snow,95.56,4.27,2.95,26.24,Day,38.268379,-98.459028,False,True,False,True
A00584,2,2021-01-25 08:00:00,New York,Fog,71.34,1.99,-7.36,3.87,Night,37.928545,-83.620326,True,False,True,True
A00585,2,2021-01-25 09:00:00,New York,Rain,73.72,7.51,26.3,21.6,Day,38.76435,-88.077974,False,False,False,True
A00586,1,2021-01-25 10:00:00,Los Angeles,Clear,70.58,3.92,-3.93,3.03,Day,35.335043,-90.053092,False,True,True,False
A00587,1,2021-01-25 11:00:00,Los Angeles,Thunderstorm,35.92,6.88,5.14,18.69,Day,33.761839,-77.979561,False,True,True,False
A00588,1,2021-01-25 12:00:00,Los Angeles,Cloudy,53.47,3.07,16.62,10.68,Night,34.073445,-117.206592,True,True,False,True
A00589,1,2021-01-25 13:00:00,Los Angeles,Snow,80.08,1.27,18.22,23.67,Day,35.021241,-93.489906,False,True,False,False
A00590,1,2021-01-25 14:00:00,Phoenix,Clear,28.11,9.93,20.03,7.01,Day,37.501781,-83.356651,False,True,True,True
A00591,2,2021-01-25 15:00:00,Los Angeles,Cloudy,42.23,1.98,-1.69,19.18,Night,40.563985,-94.181243,True,True,True,True
A00592,1,2021-01-25 16:00:00,Phoenix,Cloudy,42.11,9.89,8.99,7.07,Night,39.31164,-103.748596,True,False,True,True
A00593,2,2021-01-25 17:00:00,Phoenix,Thunderstorm,54.56,9.78,20.86,21.41,Night,40.101365,-112.004975,False,True,True,True
A00594,3,2021-01-25 18:00:00,Los Angeles,Fog,98.43,8.04,38.49,26.21,Day,36.158781,-78.947225,False,False,False,False
A00595,2,2021-01-25 19:00:00,Houston,Thunderstorm,25.4,6.76,26.38,3.8,Night,36.641884,-97.286455,False,False,False,True
A00596,2,2021-01-25 20:00:00,Chicago,Fog,61.5,5.99,36.13,26.0,Day,36.543137,-79.362931,True,False,True,False
A00597,1,2021-01-25 21:00:00,New York,Fog,34.35,8.73,28.11,17.81,Day,34.726859,-92.222507,False,False,True,True
A00598,1,2021-01-25 22:00:00,Phoenix,Clear,97.65,3.25,19.59,3.81,Night,33.55095,-88.335547,True,False,False,False
A00599,1,2021-01-25 23:00:00,Chicago,Clear,29.06,4.94,-0.4,12.83,Day,38.318245,-82.612509,True,True,True,False
A00600,1,2021-01-26 00:00:00,Houston,Snow,52.29,6.38,23.33,4.83,Day,41.90295,-88.997156,False,True,False,False
A00601,2,2021-01-26 01:00:00,New York,Fog,79.03,4.41,21.17,21.01,Day,34.501467,-100.485587,False,True,True,False
A00602,1,2021-01-26 02:00:00,New York,Cloudy,76.36,4.56,20.12,22.77,Day,33.420163,-95.400131,True,False,False,True
A00603,1,2021-01-26 03:00:00,Phoenix,Rain,53.82,3.64,14.49,3.17,Night,40.015785,-82.665997,False,True,True,False
A00604,1,2021-01-26 04:00:00,Los Angeles,Snow,47.72,5.86,16.43,15.18,Day,35.273274,-101.559387,False,False,True,True
A00605,2,2021-01-26 05:00:00,Houston,Clear,51.81,8.58,6.72,24.44,Night,40.466794,-100.922656,True,False,True,False
A00606,2,2021-01-26 06:00:00,Phoenix,Thunderstorm,41.14,2.41,15.97,28.08,Day,39.33543,-113.789635,False,False,False,False
A00607,2,2021-01-26 07:00:00,Houston,Snow,36.43,9.38,-0.12,15.41,Day,41.511062,-77.758285,True,False,False,False
A00608,2,2021-01-26 08:00:00,Los Angeles,Snow,58.64,7.05,30.26,28.51,Night,36.680345,-113.994402,False,True,True,True
A00609,2,2021-01-26 09:00:00,Los Angeles,Snow,41.48,8.32,-0.71,16.07,Day,38.957729,-89.478796,True,True,True,False
A00610,1,2021-01-26 10:00:00,Phoenix,Snow,43.0,5.78,-5.75,11.83,Day,37.183693,-99.819443,True,True,True,True
A00611,3,2021-01-26 11:00:00,Los Angeles,Rain,72.54,7.91,11.81,25.45,Day,38.675298,-100.152747,False,True,True,True
A00612,2,2021-01-26 12:00:00,Chicago,Thunderstorm,97.48,0.65,22.92,14.79,Day,37.04639,-88.099719,True,True,False,True
A00613,1,2021-01-26 13:00:00,New York,Thunderstorm,68.29,8.27,11.89,14.16,Day,34.69769,-115.047876,True,False,False,False
A00614,3,2021-01-26 14:00:00,Phoenix,Thunderstorm,26.16,0.88,3.84,14.71,Day,37.571077,-91.876946,False,True,False,False
A00615,4,2021-01-26 15:00:00,Houston,Fog,26.05,8.95,17.91,25.4,Night,37.757258,-84.030601,False,False,True,False
A00616,1,2021-01-26 16:00:00,Chicago,Cloudy,96.11,9.92,7.35,24.96,Night,40.295435,-81.558639,False,False,True,False
A00617,2,2021-01-26 17:00:00,Phoenix,Thunderstorm,43.78,3.29,36.64,12.11,Night,39.619686,-110.496663,True,False,False,False
